DataHora,Satelite,Pais,Estado,Municipio,Bioma,DiaSemChuva,Precipitacao,RiscoFogo,Latitude,Longitude,FRP
2023/11/30 17:13:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,UMARIZAL,Caatinga,2.0,0.0,1.0,-5.97987,-37.90536,75.8
2024/02/01 16:30:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,SERRINHA,Caatinga,4.0,0.0,0.93,-6.29103,-35.59439,18.7
2024/02/01 16:30:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,IELMO MARINHO,Caatinga,6.0,0.0,0.97,-5.77866,-35.55193,31.3
2024/02/01 16:32:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,JOÃO CÂMARA,Caatinga,4.0,0.0,1.0,-5.47236,-35.78956,11.6
2024/02/01 16:32:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,JOÃO CÂMARA,Caatinga,4.0,0.0,1.0,-5.47103,-35.78048,28.3
2024/02/01 16:32:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,JOÃO CÂMARA,Caatinga,4.0,0.0,1.0,-5.46338,-35.79089,87.2
2024/02/01 16:32:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,JOÃO CÂMARA,Caatinga,4.0,0.0,1.0,-5.46206,-35.78183,139.0
2024/02/01 16:32:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,BARAÚNA,Caatinga,-999.0,0.0,1.0,-4.98187,-37.55315,10.0
2024/02/05 16:00:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,MOSSORÓ,Caatinga,-999.0,0.0,1.0,-4.93352,-37.43735,33.7
2024/02/06 16:39:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,SERRA NEGRA DO NORTE,Caatinga,5.0,0.0,0.42,-6.65634,-37.34676,14.7
2024/02/06 16:39:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,ENCANTO,Caatinga,2.0,0.0,0.91,-6.1487,-38.34361,20.6
2024/02/06 16:39:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,JUCURUTU,Caatinga,7.0,0.0,0.52,-5.96844,-36.94098,14.2
2024/02/06 16:39:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,CARAÚBAS,Caatinga,6.0,0.0,0.55,-5.73278,-37.58235,11.0
2024/02/06 16:41:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,MOSSORÓ,Caatinga,3.0,0.1,0.83,-5.05579,-37.42509,9.4
2024/02/10 16:09:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,PUREZA,Caatinga,-999.0,0.4,1.0,-5.48492,-35.53957,14.3
2024/03/10 16:26:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,APODI,Caatinga,2.0,0.58,0.0,-5.4735,-37.69001,11.7
2024/03/10 16:26:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,GOVERNADOR DIX-SEPT ROSADO,Caatinga,2.0,0.39,0.0,-5.40395,-37.63948,12.1
2024/03/12 16:09:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,AREIA BRANCA,Caatinga,-999.0,12.86,0.0,-4.94157,-36.98665,9.1
2024/03/12 16:09:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,CEARÁ-MIRIM,Caatinga,2.0,11.2,0.01,-5.72201,-35.43388,13.7
2024/03/17 16:20:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,APODI,Caatinga,3.0,2.2,0.0,-5.47362,-37.69738,14.8
2024/03/20 16:43:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,ALEXANDRIA,Caatinga,2.0,0.0,0.0,-6.33873,-37.91758,9.5
2024/03/21 15:46:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,TOUROS,Caatinga,-999.0,0.0,0.17,-5.19265,-35.54716,51.5
2024/03/21 15:46:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,TOUROS,Mata Atlântica,-999.0,0.0,0.02,-5.18706,-35.51352,48.0
2024/03/22 16:28:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,MOSSORÓ,Caatinga,0.0,4.8,0.0,-5.26013,-37.44018,10.0
2024/04/05 16:13:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,TOUROS,Caatinga,1.0,2.86,0.0,-5.15768,-35.55682,12.6
2024/02/08 16:24:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,BENTO FERNANDES,Caatinga,8.0,0.0,1.0,-5.65195,-35.71107,11.3
2024/04/15 16:33:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,ALEXANDRIA,Caatinga,1.0,14.38,0.0,-6.32855,-37.92146,6.7
2024/04/15 16:33:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,JANUÁRIO CICCO,Caatinga,2.0,0.01,0.35,-6.19415,-35.56129,5.4
2024/04/15 16:33:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,TOUROS,Caatinga,3.0,0.0,0.0,-5.1604,-35.55513,6.9
2024/05/08 15:52:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,CEARÁ-MIRIM,Caatinga,3.0,0.0,0.03,-5.73107,-35.43964,52.5
2024/05/21 16:33:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,LAGOA D'ANTA,Caatinga,4.0,0.0,0.2,-6.324,-35.65772,4.6
2024/05/21 16:33:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,SÃO JOSÉ DO CAMPESTRE,Caatinga,4.0,0.0,0.19,-6.32271,-35.64873,12.3
2024/05/09 16:33:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,CEARÁ-MIRIM,Caatinga,2.0,1.51,0.0,-5.70378,-35.3462,6.5
2024/05/09 16:35:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,TOUROS,Caatinga,-999.0,0.0,0.0,-5.15133,-35.55246,13.3
2024/05/09 16:35:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,TOUROS,Caatinga,4.0,0.0,0.0,-5.15262,-35.56131,39.4
2024/05/13 15:58:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,CEARÁ-MIRIM,Caatinga,8.0,0.0,0.16,-5.71886,-35.45573,20.1
2024/06/12 16:45:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,PARAZINHO,Caatinga,4.0,0.0,0.17,-5.29374,-35.9896,6.5
2024/07/01 16:35:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,CEARÁ-MIRIM,Mata Atlântica,-999.0,0.4,0.19,-5.52352,-35.32381,4.1
2024/07/08 16:24:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,FELIPE GUERRA,Caatinga,15.0,0.0,0.78,-5.56471,-37.7337,29.4
2024/07/16 16:54:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,APODI,Caatinga,6.0,0.0,0.89,-5.55946,-37.92151,8.7
2024/07/16 16:54:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,APODI,Caatinga,5.0,0.0,0.87,-5.54528,-37.95309,42.1
2024/07/16 16:54:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,APODI,Caatinga,6.0,0.0,0.88,-5.54387,-37.94347,21.7
2024/07/16 16:54:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,APODI,Caatinga,6.0,0.0,0.87,-5.53467,-37.9449,24.5
2024/07/19 17:17:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,APODI,Caatinga,8.0,0.0,0.93,-5.54886,-37.95595,94.4
2024/07/19 17:17:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,APODI,Caatinga,8.0,0.0,0.93,-5.5441,-37.96447,58.4
2024/07/19 17:17:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,APODI,Caatinga,8.0,0.0,0.95,-5.54019,-37.93969,61.8
2024/07/23 16:43:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,CARAÚBAS,Caatinga,33.0,0.0,1.0,-5.90586,-37.715,6.2
2024/07/28 16:50:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,ALMINO AFONSO,Caatinga,22.0,0.0,1.0,-6.17935,-37.75435,19.4
2024/07/28 16:50:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,ALMINO AFONSO,Caatinga,22.0,0.0,1.0,-6.17804,-37.7454,10.8
2024/07/30 16:35:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,SERRA NEGRA DO NORTE,Caatinga,27.0,0.0,1.0,-6.53303,-37.45447,31.9
2024/07/30 16:35:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,SANTANA DO MATOS,Caatinga,26.0,0.0,1.0,-6.06951,-36.69742,8.0
2024/07/30 16:35:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,SANTANA DO MATOS,Caatinga,25.0,0.0,1.0,-6.06803,-36.68689,10.5
2024/07/31 17:13:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,ALMINO AFONSO,Caatinga,25.0,0.0,1.0,-6.11364,-37.78592,22.5
2024/07/31 17:13:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,ALMINO AFONSO,Caatinga,25.0,0.0,1.0,-6.11041,-37.7659,39.0
2024/08/02 16:56:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,TENENTE ANANIAS,Caatinga,26.0,0.0,1.0,-6.46298,-38.19699,8.2
2024/08/02 16:56:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,ENCANTO,Caatinga,27.0,0.0,1.0,-6.11408,-38.33241,8.3
2024/08/02 16:56:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,JANDUÍS,Caatinga,27.0,0.0,1.0,-6.0524,-37.49678,10.6
2024/08/03 15:58:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,GOIANINHA,Mata Atlântica,3.0,2.25,0.71,-6.35302,-35.18682,57.9
2024/08/03 15:58:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,GOIANINHA,Mata Atlântica,3.0,2.28,0.7,-6.35718,-35.1819,56.7
2024/08/06 16:22:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,CORONEL EZEQUIEL,Caatinga,19.0,0.0,1.0,-6.3702,-36.21519,18.0
2024/08/06 16:24:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,APODI,Caatinga,27.0,0.0,1.0,-5.55832,-37.92212,25.0
2024/08/06 16:24:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,APODI,Caatinga,27.0,0.0,1.0,-5.5561,-37.91748,44.8
2024/08/07 17:05:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,ALMINO AFONSO,Caatinga,32.0,0.0,1.0,-6.11757,-37.77311,13.0
2024/08/12 17:09:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,TIBAU,Caatinga,-999.0,0.0,1.0,-4.93066,-37.33874,26.1
2024/08/16 16:35:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,SENADOR ELÓI DE SOUZA,Caatinga,21.0,0.0,1.0,-6.05246,-35.74084,13.6
2024/08/16 16:35:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,OLHO D'ÁGUA DO BORGES,Caatinga,46.0,0.0,1.0,-6.02681,-37.68428,35.5
2024/08/16 16:35:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,BARAÚNA,Caatinga,54.0,0.0,1.0,-5.11496,-37.67057,8.9
2024/08/16 16:35:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,MOSSORÓ,Caatinga,38.0,0.0,1.0,-5.09663,-37.38921,37.5
2024/08/21 16:41:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,LAGOA DE PEDRAS,Caatinga,2.0,0.0,1.0,-6.15256,-35.42013,17.1
2024/08/21 16:41:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,AFONSO BEZERRA,Caatinga,43.0,0.0,1.0,-5.41625,-36.76565,13.2
2024/08/21 16:41:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,AFONSO BEZERRA,Caatinga,43.0,0.0,1.0,-5.41493,-36.75653,13.8
2024/08/22 17:22:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,BARAÚNA,Caatinga,60.0,0.0,1.0,-5.0928,-37.72569,36.5
2024/08/26 16:48:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,APODI,Caatinga,47.0,0.0,1.0,-5.5771,-37.76958,11.1
2024/08/26 16:48:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,GOVERNADOR DIX-SEPT ROSADO,Caatinga,64.0,0.0,1.0,-5.50011,-37.48877,6.8
2024/08/26 16:48:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,AÇU,Caatinga,47.0,0.0,1.0,-5.29512,-37.09671,10.8
2024/08/26 16:48:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,AÇU,Caatinga,47.0,0.0,1.0,-5.29384,-37.08787,135.0
2024/08/31 16:52:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,BARAÚNA,Caatinga,66.0,0.0,1.0,-5.09485,-37.62248,18.1
2024/08/31 16:52:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,TABOLEIRO GRANDE,Caatinga,52.0,0.0,1.0,-5.91992,-38.09696,9.4
2024/08/31 16:52:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,MOSSORÓ,Caatinga,54.0,0.0,-999.0,-5.23645,-37.33027,9.1
2024/08/31 16:52:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,MOSSORÓ,Caatinga,55.0,0.0,1.0,-5.18044,-37.45661,37.4
2024/09/02 16:35:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,PARANÁ,Caatinga,57.0,0.0,1.0,-6.46814,-38.25214,43.0
2024/09/02 16:35:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,PARANÁ,Caatinga,57.0,0.0,1.0,-6.46701,-38.25891,13.9
2024/09/02 16:35:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,PARANÁ,Caatinga,57.0,0.0,1.0,-6.46498,-38.24456,34.1
2024/09/02 16:35:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,APODI,Caatinga,54.0,0.0,1.0,-5.62112,-37.939,108.1
2024/09/02 16:35:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,APODI,Caatinga,54.0,0.0,1.0,-5.61932,-37.92592,27.1
2024/09/02 16:35:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,APODI,Caatinga,54.0,0.0,1.0,-5.61045,-37.94045,153.8
2024/09/02 16:35:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,MOSSORÓ,Caatinga,57.0,0.0,1.0,-5.16561,-37.4534,23.2
2024/09/02 16:35:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,MOSSORÓ,Caatinga,57.0,0.0,1.0,-5.16398,-37.44156,17.2
2024/09/03 17:15:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,RODOLFO FERNANDES,Caatinga,55.0,0.0,1.0,-5.90963,-38.09979,17.9
2024/09/09 16:22:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,APODI,Caatinga,63.0,0.0,1.0,-5.49365,-37.71807,119.0
2024/09/10 17:02:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,APODI,Caatinga,62.0,0.0,1.0,-5.46908,-37.74171,34.9
2024/09/10 17:02:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,APODI,Caatinga,62.0,0.0,1.0,-5.46739,-37.7305,132.8
2024/09/04 16:18:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,SÃO JOSÉ DE MIPIBU,Caatinga,0.0,0.0,0.71,-6.00927,-35.32764,64.1
2024/09/04 16:18:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,SÃO JOSÉ DE MIPIBU,Caatinga,0.0,0.0,0.43,-5.99953,-35.3222,25.0
2024/09/05 16:56:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,BARAÚNA,Caatinga,74.0,0.0,1.0,-5.19659,-37.67056,9.3
2024/09/05 16:56:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,BARAÚNA,Caatinga,74.0,0.0,1.0,-5.14961,-37.73765,14.4
2024/08/04 16:39:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,UPANEMA,Caatinga,31.0,0.0,-999.0,-5.64682,-37.26992,7.4
2024/07/18 16:37:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,APODI,Caatinga,8.0,0.0,0.89,-5.54167,-37.94334,8.6
2024/09/12 16:45:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,APODI,Caatinga,65.0,0.0,1.0,-5.50169,-37.73664,25.9
2024/09/12 16:45:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,APODI,Caatinga,65.0,0.0,1.0,-5.50034,-37.72729,20.4
2024/09/12 16:45:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,APODI,Caatinga,64.0,0.0,1.0,-5.49259,-37.73796,79.1
2024/09/15 17:07:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,PORTO DO MANGUE,Caatinga,-999.0,0.1,1.0,-4.97536,-36.89895,30.3
2024/09/15 17:07:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,APODI,Caatinga,68.0,0.0,1.0,-5.5039,-37.73497,28.3
2024/09/15 17:07:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,APODI,Caatinga,67.0,0.0,1.0,-5.49934,-37.74242,46.6
2024/09/17 16:50:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,APODI,Caatinga,70.0,0.0,1.0,-5.50793,-37.73025,20.5
2024/09/17 16:50:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,FERNANDO PEDROZA,Caatinga,61.0,0.0,1.0,-5.71746,-36.51277,8.8
2024/09/17 16:50:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,FERNANDO PEDROZA,Caatinga,61.0,0.0,1.0,-5.7264,-36.51144,22.0
2024/09/17 16:50:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,FERNANDO PEDROZA,Caatinga,61.0,0.0,1.0,-5.72773,-36.52048,13.7
2024/09/17 16:50:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,SANTANA DO MATOS,Caatinga,86.0,0.0,1.0,-5.96278,-36.86654,22.5
2024/09/19 16:33:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,GOIANINHA,Mata Atlântica,,,,-6.25614,-35.19707,10.3
2024/09/19 16:33:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,GOIANINHA,Mata Atlântica,,,,-6.24808,-35.2088,10.2
2024/09/19 16:33:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,GOIANINHA,Mata Atlântica,,,,-6.2466,-35.19845,22.1
2024/09/19 16:33:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,CEARÁ-MIRIM,Caatinga,,,,-5.70139,-35.38681,26.2
2024/09/19 16:33:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,CEARÁ-MIRIM,Caatinga,,,,-5.69992,-35.37644,42.6
2024/09/20 17:11:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,VENHA-VER,Caatinga,78.0,0.0,1.0,-6.32414,-38.49457,19.8
2024/09/20 17:11:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,VENHA-VER,Caatinga,78.0,0.0,1.0,-6.32617,-38.50806,32.1
2024/09/20 17:11:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,VENHA-VER,Caatinga,79.0,0.0,1.0,-6.31704,-38.50357,63.9
2024/09/21 16:13:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,SÃO JOSÉ DE MIPIBU,Mata Atlântica,20.0,0.0,1.0,-6.16534,-35.31023,34.9
2024/09/21 16:13:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,SÃO JOSÉ DE MIPIBU,Mata Atlântica,21.0,0.0,1.0,-6.16222,-35.28803,71.9
2024/09/21 16:13:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,SÃO JOSÉ DE MIPIBU,Mata Atlântica,20.0,0.0,1.0,-6.15999,-35.30389,70.3
2024/09/21 16:13:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,SÃO JOSÉ DE MIPIBU,Mata Atlântica,21.0,0.0,1.0,-6.15702,-35.28141,34.7
2024/09/24 16:37:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,ARÊS,Mata Atlântica,24.0,0.0,1.0,-6.17106,-35.29358,11.5
2024/09/24 16:37:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,SANTO ANTÔNIO,Caatinga,21.0,0.0,1.0,-6.26984,-35.46563,9.8
2024/09/24 16:37:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,SANTO ANTÔNIO,Caatinga,21.0,0.0,1.0,-6.27901,-35.46429,13.5
2024/09/24 16:37:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,BAÍA FORMOSA,Mata Atlântica,-999.0,0.0,1.0,-6.40901,-35.02202,87.3
2024/09/24 16:37:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,BAÍA FORMOSA,Mata Atlântica,-999.0,0.0,1.0,-6.41034,-35.03125,23.9
2024/09/24 16:37:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,BAÍA FORMOSA,Mata Atlântica,-999.0,0.0,1.0,-6.41804,-35.02072,23.8
2024/09/27 16:58:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,MOSSORÓ,Caatinga,90.0,0.0,1.0,-5.22213,-37.50743,13.0
2024/09/27 16:58:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,CAICÓ,Caatinga,83.0,0.0,1.0,-6.4384,-37.1344,16.5
2024/09/29 16:41:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,CANGUARETAMA,Mata Atlântica,,,,-6.51018,-35.1208,13.1
